GEOID,LST,NDVI,NDBI,z_score,cluster_type
04013104205,57.70162943115584,0.13319827999455122,-0.011903986091409281,0.565575728843261,0
04013104206,58.51837310095441,0.15248749592376934,-0.01746490033911161,0.9870659258147365,0
04013104221,57.967043284857176,0.18317590267809175,-0.030248069193034712,0.7025456762236001,0
04013104223,56.803910971256556,0.20846787951150839,-0.02622021866854279,0.10229753706836472,0
04013104224,56.78837359004008,0.1856424987425215,-0.017001227219441833,0.0942792883674373,0
04013104302,55.49536967162417,0.14767069299515012,-0.03605546930795844,-0.5729906231243979,0
04013104402,56.50732671118039,0.1263855055642864,-0.009237296464124255,-0.05075826589729723,0
04013104501,57.82275154639402,0.12275766432167491,0.0022616847831084174,0.6280822239617753,0
04013105002,52.02294925059119,0.2798342020539411,-0.06603111881392154,-2.3649741074774653,1
04013105003,51.97822537389023,0.32516083491759956,-0.09802158142249644,-2.388054391166304,1
04013105004,52.305727753943685,0.2671938438205396,-0.04394642278986144,-2.2190429279842268,1
04013105102,55.69179128176122,0.16563785464950262,0.04299983972290848,-0.4716249361806136,0
04013105503,55.938076983427486,0.1297873332393506,-0.009101613581959211,-0.34452629710310045,0
04013106703,54.03296299575735,0.30199471911456405,-0.09705323882826311,-1.3276828241861067,0
04013108301,54.47861663729886,0.27929794604025754,-0.09633363593156605,-1.0976980099778602,0
04013108601,58.04246821343911,0.13882284818973778,-0.006623386838623007,0.7414695995793793,0
04013108602,56.59278828496835,0.16675711058133408,-0.03133664154197316,-0.006654813490665234,0
04013108802,56.08007320274413,0.19628710355769552,-0.039309930704979186,-0.2712474745519103,0
04013108901,56.233410935817155,0.2195932215104502,-0.05202154857138928,-0.19211573015522937,0
04013108902,56.824879238131444,0.18827609570920179,-0.03899838236816515,0.1131184583219408,0
04013109003,58.712586758971526,0.12825821142225372,-0.0030684829665683796,1.0872921730440188,0
04013110001,58.100778295288784,0.1826525325119905,-0.022951656584482786,0.7715612045627445,0
04013110002,58.65448510413111,0.14591877558330524,-0.003113555948077343,1.0573081292753121,0
04013110701,57.12357295303852,0.1520015665896104,-0.02044574787065276,0.26726287031520757,0
04013110702,56.773924677474405,0.19725340080667245,-0.038472620025700455,0.08682275674248773,0
04013111204,57.16252258279554,0.19940063064039815,0.015182111413217108,0.287363285813134,0
04013111501,58.08157298136911,0.16036809304472846,-0.00978359851045943,0.7616500759599393,0
04013111502,56.65338373182983,0.22469429658912776,-0.05370561440914245,0.02461618104243863,0
04013111601,57.42071100653762,0.18825200358312005,-0.026874767899220862,0.42060446490380704,0
04013112512,57.47439385140357,0.08462746218123054,0.014211856741993248,0.4483081297049276,0
04013112514,56.4880947536267,0.1185349921645777,0.024437502871749766,-0.06068314426146274,0
04013112518,54.64669094833244,0.18949181582562313,-0.00141062437317835,-1.0109612808387671,0
04013113503,58.21015653954875,0.1593085216724758,-0.007810846841959382,0.8280071366492414,0
04013113601,57.36564741232399,0.14443253679800075,0.0018845879271570025,0.3921882481282473,0
04013113602,58.06958545445195,0.15058106369053917,-0.007510149724049554,0.7554637714088911,0
04013113702,57.93869395899898,0.1410576874620884,-0.0013327909597038094,0.6879156724882474,0
04013116607,56.97704209180877,0.14532006308333217,-0.002152422450781049,0.1916438923592984,0
